episode,score,time,step,epsilon
188,8.36,2:41:23.973275,414758,0.019900000000093752
189,8.7,2:42:08.824794,416582,0.019900000000093752
190,8.9,2:43:03.539469,418893,0.019900000000093752
191,9.17,2:43:50.233652,420804,0.019900000000093752
192,9.3,2:44:50.757537,423285,0.019900000000093752
193,9.47,2:45:44.444878,425527,0.019900000000093752
194,9.56,2:47:08.836330,429030,0.019900000000093752
195,9.69,2:48:14.967681,431724,0.019900000000093752
196,9.82,2:49:23.456008,434524,0.019900000000093752
197,9.86,2:50:25.561276,437054,0.019900000000093752
198,9.98,2:51:43.693306,440210,0.019900000000093752
199,10.26,2:52:35.587188,442311,0.019900000000093752
200,10.48,2:53:35.335970,444731,0.019900000000093752
201,10.69,2:54:28.962983,446895,0.019900000000093752
202,10.94,2:55:17.170621,448895,0.019900000000093752
203,11.17,2:56:03.166758,450798,0.019900000000093752
204,11.44,2:56:49.459275,452679,0.019900000000093752
205,11.69,2:57:37.436281,454650,0.019900000000093752
206,11.83,2:58:29.555495,456765,0.019900000000093752
207,12.06,2:59:14.921421,458559,0.019900000000093752
208,12.32,3:00:02.768332,460463,0.019900000000093752
